0.5,7,1661637761490,1661637761497,7,1661637761517,1661637761497,-20
0.5,2,1661637761526,1661637761529,3,1661637761534,1661637761528,-6
0.5,2,1661637761539,1661637761542,3,1661637761547,1661637761541,-6
0.5,2,1661637761552,1661637761555,3,1661637761562,1661637761554,-8
0.5,1,1661637761567,1661637761569,2,1661637761573,1661637761568,-5
0.5,2,1661637761577,1661637761580,3,1661637761584,1661637761579,-5
0.5,2,1661637761588,1661637761591,3,1661637761594,1661637761590,-4
0.5,2,1661637761598,1661637761601,3,1661637761604,1661637761600,-4
0.5,2,1661637761608,1661637761611,3,1661637761616,1661637761610,-6
0.5,11,1661637761621,1661637761624,3,1661637761635,1661637761632,-3
