experiment-type,i,mean,std,ci
sync-diff-vm,63,0.01341596275869042,0.00509945438965406,0.0010045283217632152
sync-diff-vm,64,0.014011941774927004,0.0023269207860804114,0.000458374103092207
sync-diff-vm,65,0.014093509828201447,0.0013338114981489952,0.00026274407483718737
sync-diff-vm,66,0.014462379494098702,0.00275942102560722,0.0005435712058754965
sync-diff-vm,67,0.012624451608368845,0.005075319443467081,0.000999774041180132
sync-diff-vm,68,0.012066137911093355,0.0008469234262616621,0.00016683325372428599
sync-diff-vm,69,0.013501892186174489,0.001461473650136942,0.00028789191174093744
sync-diff-vm,70,0.012407040355181453,0.0009946454285085454,0.00019593262861145508
sync-diff-vm,71,0.012529483949295197,0.0008273623519725671,0.00016297996832822948
sync-diff-vm,72,0.012538382501313181,0.0011118321298394533,0.00021901693360293277
sync-diff-vm,73,0.01267767193341496,0.0010805427152511126,0.00021285331280672607
sync-diff-vm,74,0.01319193599200008,0.0013119411043833577,0.0002584358825744487
sync-diff-vm,75,0.012554554024127999,0.0007774056559964762,0.00015313912808627918
sync-diff-vm,76,0.012343240506721266,0.0019773420644720314,0.00038951149550543366
sync-diff-vm,77,0.014434838535809758,0.0048532444382110495,0.0009560280606713168
sync-diff-vm,78,0.012652678923173384,0.0010975528429530916,0.00021620409383697
sync-diff-vm,79,0.012136146275684087,0.0008870922723691203,0.00017474601075361735
sync-diff-vm,80,0.012634176196474018,0.0013210498183637675,0.0002602301845661924
sync-diff-vm,81,0.01427590726601957,0.0018168660411562074,0.0003578997390179685
sync-diff-vm,82,0.012098502631139273,0.0011363989997830468,0.0002238562977289226
sync-diff-vm,83,0.01153783846383143,0.0007997311271401924,0.00015753696486389015
sync-diff-vm,84,0.014281716009583136,0.0015176506473181196,0.00029895807301783705
sync-diff-vm,85,0.01360566688306404,0.0011544682876486539,0.00022741571997847155
sync-diff-vm,86,0.015931351016266176,0.0055624522329569305,0.0010957330685801728
sync-diff-vm,87,0.01721126383001154,0.009031178026263546,0.0017790283848156518
sync-diff-vm,88,0.015790019372496942,0.0020652702045420917,0.0004068322322414143
sync-diff-vm,89,0.014350296270967735,0.0011820625826886638,0.00023285144873859499
sync-diff-vm,90,0.01426846089989248,0.0018390511350804626,0.0003622699232504435
sync-diff-vm,91,0.012594772107673414,0.0010439032933321954,0.00020563580791340726
sync-diff-vm,92,0.015443830779104523,0.005128804651169553,0.0010103099538145356
sync-diff-vm,93,0.012128909428914389,0.0011149361286889358,0.00021962838230249397
sync-diff-vm,94,0.01174137568232989,0.0008580936204764456,0.0001690336413718568
sync-diff-vm,95,0.01260161159014461,0.0010082535453461794,0.0001986132563266475
sync-diff-vm,96,0.0121491870494804,0.0009262427431281217,0.00018245816065882466
sync-diff-vm,97,0.012435344734577218,0.0020649328552768908,0.0004067657786827928
sync-diff-vm,98,0.011421576894894994,0.0007658296500278143,0.00015085880063163756
sync-diff-vm,99,0.013124721218841244,0.0017359224567137916,0.0003419548718175865
