experiment-type,i,mean,std,ci
async-diff-vm,87,0.01259909254131895,0.0015214438425538684,0.00029970528472974444
async-diff-vm,88,0.01242356589346221,0.0013425157478330965,0.00026445870245403946
async-diff-vm,89,0.013331379553284308,0.002689962335699828,0.0005298887183242591
async-diff-vm,90,0.01361338056699194,0.001452429070628485,0.0002861102434328304
async-diff-vm,91,0.011708086187189276,0.001289805769424468,0.0002540755002317745
async-diff-vm,92,0.011758744114577169,0.0011122999744177613,0.00021910909309553404
async-diff-vm,93,0.013664816365097508,0.0015816979566644373,0.00031157458671813323
async-diff-vm,94,0.014659455328276663,0.005328302961536903,0.0010496086096304386
async-diff-vm,95,0.013209634357028537,0.0019222380452586134,0.00037865669738131166
async-diff-vm,96,0.012007694051723288,0.0014756620193261357,0.00029068684186504915
async-diff-vm,97,0.011051517544370709,0.0011844389662890537,0.00023331956639345788
async-diff-vm,98,0.010693485086614435,0.000864343653318508,0.0001702648191650222
async-diff-vm,99,0.012050358936040088,0.0010448380719639827,0.0002058199475366804
sync-single-vm,0,0.02271480512137365,0.0034619262565254764,0.000681955893083586
sync-single-vm,1,0.025951700981217202,0.008041783172262836,0.00158413005328691
sync-single-vm,2,0.019732564386695323,0.002832775274028932,0.0005580210694159494
sync-single-vm,3,0.022337843673397795,0.0033704424308930426,0.0006639347310515315
sync-single-vm,4,0.020031254700940065,0.001960521713714535,0.00038619809814430093
sync-single-vm,5,0.024033967894737166,0.004653705816274027,0.0009167214639836386
sync-single-vm,6,0.022020048565334745,0.003364861121262035,0.0006628352833129163
sync-single-vm,7,0.023680585803407612,0.004850468471648123,0.000955481230202868
sync-single-vm,8,0.020578285660406554,0.00510413536365053,0.00100545041471544
sync-single-vm,9,0.019375769778935598,0.002197286949582484,0.0004328378691599678
sync-single-vm,10,0.022261523237132062,0.0023701069959199588,0.0004668812427935541
sync-single-vm,11,0.02096676585650203,0.001944606686539905,0.0003830630381325902
sync-single-vm,12,0.019967115286624794,0.0034169195581331933,0.0006730901400540407
sync-single-vm,13,0.019232790879528932,0.001361194300418979,0.00026813814218393093
sync-single-vm,14,0.020307439746278706,0.0014314317697473786,0.0002819740394776684
sync-single-vm,15,0.019411718002473464,0.0012621411595691659,0.00024862592033817615
sync-single-vm,16,0.019208920122397066,0.00308491894417464,0.0006076901983973869
sync-single-vm,17,0.021005943568065913,0.005017483678216977,0.0009883811234745734
sync-single-vm,18,0.02007592808116566,0.0027554534550001063,0.0005427896444105038
sync-single-vm,19,0.01955614427123407,0.0032040492530668,0.0006311573696118928
sync-single-vm,20,0.021570263486919983,0.004474641232869014,0.0008814479951552863
sync-single-vm,21,0.016925419219816575,0.0022594455740106347,0.00044508233570654597
sync-single-vm,22,0.021430841600052035,0.004579511124878952,0.0009021060437571053
sync-single-vm,23,0.01944816955412277,0.0036399665109888915,0.0007170275820049106
sync-single-vm,24,0.014514371602222173,0.001849409223612187,0.0003643103363014079
sync-single-vm,25,0.01621224181820648,0.003145145807139546,0.0006195541322531233
sync-single-vm,26,0.015743763759882762,0.0028608210299838296,0.0005635457302932211
sync-single-vm,27,0.01587773332692156,0.0020154234507595375,0.00039701304922761535
sync-single-vm,28,0.015444220918597597,0.0013449842006002465,0.00026494495657576817
sync-single-vm,29,0.014855606387359927,0.0016668946170088406,0.00032835725633259766
sync-single-vm,30,0.013372787321456756,0.0013398132173484522,0.0002639263379685836
sync-single-vm,31,0.014203538798322582,0.0013870988086723839,0.00027324100421848274
sync-single-vm,32,0.015161398685339725,0.004818181607476136,0.000949121124394787
sync-single-vm,33,0.017528972240409467,0.003030164060248165,0.0005969041755298047
sync-single-vm,34,0.016289951825382735,0.0011320327837093618,0.00022299620812524798
sync-single-vm,35,0.013885736465454102,0.0015955920104178997,0.0003143115404063101
sync-single-vm,36,0.01541416331975147,0.005007326149547843,0.00098638021819185
sync-single-vm,37,0.014744517779109454,0.003022098385879165,0.0005953153392115079
sync-single-vm,38,0.015237560175886058,0.0026437973633058904,0.0005207947998969834
sync-single-vm,39,0.013652343942661477,0.0013924283706040598,0.0002742908608293824
sync-single-vm,40,0.012706590421272047,0.001237764136966684,0.00024382395374854723
sync-single-vm,41,0.01331128736939093,0.002142661051906447,0.0004220772549600159
sync-single-vm,42,0.014965828018959123,0.001356486737120207,0.00026721081147386443
sync-single-vm,43,0.017781968068594885,0.0028284190591444437,0.0005571629499206493
sync-single-vm,44,0.017599498382722487,0.00514888498439105,0.0010142655266837353
sync-single-vm,45,0.01909839264070145,0.002177319583230001,0.0004289045493419133
sync-single-vm,46,0.018690094803318832,0.0021086167587016985,0.00041537095775536517
sync-single-vm,47,0.018519618294455788,0.005127115273814498,0.0010099771677418252
sync-single-vm,48,0.01956946681244205,0.006210774289795015,0.0012234443525635985
sync-single-vm,49,0.015983545418941612,0.0024966220589274397,0.0004918031176079484
sync-single-vm,50,0.015262678416088374,0.0012000018653050492,0.0002363852615905805
sync-single-vm,51,0.015612091680969855,0.0015982893619818036,0.0003148428847095734
sync-single-vm,52,0.014338004468667388,0.0010304928487829552,0.00020299411915068833
sync-single-vm,53,0.01883834781068744,0.006023502624170135,0.0011865541918504004
sync-single-vm,54,0.015296134081753817,0.0017517207537428414,0.00034506693746004144
sync-single-vm,55,0.015948777246956872,0.003054021960570683,0.0006016038815651006
sync-single-vm,56,0.01557002163896657,0.002357692711206297,0.0004644357849785757
sync-single-vm,57,0.015718833364621557,0.004096822926191612,0.0008070225447957202
sync-single-vm,58,0.014737492859965623,0.002408352899704421,0.0004744152043916554
sync-single-vm,59,0.016103089457810527,0.0021739616593469367,0.00042824308060719797
sync-single-vm,60,0.012970924377441406,0.0015192397083557475,0.00029927109803881696
sync-single-vm,61,0.013400788259024571,0.0011750429187607722,0.0002314686633097983
sync-single-vm,62,0.011710323468603269,0.0015543804577798498,0.0003061933833162601
sync-single-vm,63,0.01663527825866083,0.004677186597132763,0.0009213468822318283
sync-single-vm,64,0.019424924946794608,0.009296208478817214,0.0018312360477099447
sync-single-vm,65,0.016213354438242285,0.0074833707958728264,0.0014741298445498888
sync-single-vm,66,0.014890145773839469,0.0025837771813767498,0.0005089715796035487
sync-single-vm,67,0.01333137232847888,0.0018761138649098885,0.00036957081447344393
sync-single-vm,68,0.012838443120320639,0.0023410326888225652,0.00046115397028882743
sync-single-vm,69,0.013184797884237886,0.0012068961107671331,0.00023774334116040695
sync-single-vm,70,0.012824289726488518,0.0010512978380735891,0.00020709244014338574
sync-single-vm,71,0.012253096609404593,0.000898425324089042,0.00017697847927961607
sync-single-vm,72,0.011606047851870758,0.000705936285970086,0.00013906056186246122
sync-single-vm,73,0.012257831265227963,0.0010754385293682972,0.00021184785244037112
sync-single-vm,74,0.016065289275814788,0.0017454560821944345,0.0003438328760260012
sync-single-vm,75,0.013922224141130543,0.002117388559191433,0.0004170988920305833
sync-single-vm,76,0.012159788247310755,0.0013965662995375396,0.00027510598074016284
sync-single-vm,77,0.013232086644028172,0.0015938813409389933,0.0003139745600532308
sync-single-vm,78,0.015376025980169123,0.001075676224230414,0.00021189467533605546
sync-single-vm,79,0.01748624714938077,0.006047766298580187,0.0011913338302729712
sync-single-vm,80,0.017534032012477066,0.005296141607772291,0.0010432732277926592
sync-single-vm,81,0.01841909716827701,0.0036280458031424326,0.0007146793526195223
sync-single-vm,82,0.01451123362839824,0.002160219878128971,0.00042553612269167546
sync-single-vm,83,0.013771167909256135,0.002219968698939304,0.0004373058882606556
sync-single-vm,84,0.01734450369170218,0.005296684262608821,0.0010433801239644032
sync-single-vm,85,0.014665579555010555,0.0019941787649928057,0.00039282811356411787
sync-single-vm,86,0.013681645345206212,0.001946018196528619,0.00038334108783198386
sync-single-vm,87,0.015110904520208185,0.0021581831638943874,0.0004251349156260473
sync-single-vm,88,0.013203982150915897,0.0016488401648936362,0.0003248007565391225
sync-single-vm,89,0.01443851837004074,0.001989669710787545,0.00039193988664659913
sync-single-vm,90,0.016645301472056995,0.002583729208059018,0.0005089621294638537
sync-single-vm,91,0.015577754589042278,0.0017836370367499987,0.0003513540434436042
sync-single-vm,92,0.015750829619590682,0.0017724722874917353,0.00034915472838392556
sync-single-vm,93,0.014708798341076783,0.002228746285600172,0.00043903496233874947
sync-single-vm,94,0.014812199756352588,0.001947818628429574,0.0003836957502522586
sync-single-vm,95,0.013377057181464301,0.0014769284656524846,0.0002909363158490486
sync-single-vm,96,0.012963292574641681,0.0019464125900694178,0.00038341877839481286
sync-single-vm,97,0.015611010368424232,0.0022516580456637173,0.00044354829065323915
sync-single-vm,98,0.01383618874983354,0.0015642954706386468,0.0003081465160371871
sync-single-vm,99,0.013238904452083087,0.0016320348658985307,0.000321490324185706
sync-diff-vm,0,0.020342458378184925,0.0034901516742328696,0.0006875159450644798
sync-diff-vm,1,0.01686350745384139,0.001782009108012225,0.0003510333619749703
sync-diff-vm,2,0.016854914751919834,0.0018524528234311474,0.00036490988715227185
sync-diff-vm,3,0.019586669074164495,0.003730995571657185,0.0007349591610637059
sync-diff-vm,4,0.017149132911605063,0.0015330796480214355,0.0003019973919329018
sync-diff-vm,5,0.02174050880200935,0.006377346686538531,0.0012562570178738948
sync-diff-vm,6,0.022983088637843277,0.007665656266476189,0.0015100377876111142
sync-diff-vm,7,0.020551202273128007,0.0035579708144170986,0.0007008754619592488
sync-diff-vm,8,0.01831500698821713,0.0029889022799327973,0.0005887761242195995
sync-diff-vm,9,0.01631186706851227,0.0029124322580149674,0.0005737124925224201
sync-diff-vm,10,0.017779282849244397,0.002949736244280602,0.0005810609082263672
sync-diff-vm,11,0.01949752942480222,0.003852982226488441,0.0007589889964719334
sync-diff-vm,12,0.018066321960603347,0.002001591132237331,0.00039428825660285985
sync-diff-vm,13,0.01882630887657705,0.004148182232796303,0.0008171396816751487
sync-diff-vm,14,0.018251558746954406,0.0017236486997976406,0.00033953709620972443
sync-diff-vm,15,0.020320338432234946,0.0034985716778766452,0.0006891745797895362
sync-diff-vm,16,0.020685102000381008,0.0031833144766264697,0.0006270728796668511
sync-diff-vm,17,0.0218254363898075,0.0035440035466160983,0.0006981240860253408
sync-diff-vm,18,0.01935814366196141,0.002404647195044181,0.0004736852272217737
sync-diff-vm,19,0.023034565376512932,0.011362501401913713,0.002238269742632382
sync-diff-vm,20,0.032550253049291746,0.016368082140516715,0.0032243061368396964
sync-diff-vm,21,0.022097874169397836,0.006468019218410942,0.0012741183652479606
sync-diff-vm,22,0.023294720986876825,0.00712573854280315,0.0014036807926447788
sync-diff-vm,23,0.020032056654342496,0.007019728639670253,0.0013827981762024354
sync-diff-vm,24,0.01548983593179722,0.0015223993845205003,0.00029989351446860874
sync-diff-vm,25,0.019293984981498334,0.006302149355907206,0.001241444090339253
sync-diff-vm,26,0.017232834690749044,0.006266754570208585,0.0012344717631135912
sync-diff-vm,27,0.013915651976460159,0.0019079639422919237,0.00037584487878226794
sync-diff-vm,28,0.01616868105801669,0.002829626469695725,0.0005574007946001152
sync-diff-vm,29,0.014458735783894857,0.0024774199979464362,0.0004880205533142514
sync-diff-vm,30,0.018701883277507745,0.003786363916177181,0.0007458660279458416
sync-diff-vm,31,0.01686458635811854,0.007070833849093893,0.0013928652591358255
sync-diff-vm,32,0.013738008460613212,0.0012233345753982867,0.00024098151176191255
sync-diff-vm,33,0.012991789615515507,0.0016142138064906316,0.0003179797998175738
sync-diff-vm,34,0.015281751902416499,0.001640292504021845,0.0003231169749471228
sync-diff-vm,35,0.013549441038960159,0.0014471945423372352,0.0002850791072527914
sync-diff-vm,36,0.013039796039311572,0.0009505604935021697,0.00018724845136558328
sync-diff-vm,37,0.013951920499705305,0.004057517025337152,0.0007992797771182939
sync-diff-vm,38,0.01623061690667663,0.003483471741741281,0.0006862000824520245
sync-diff-vm,39,0.012989106804433496,0.0010268039794626587,0.0002022674583308486
sync-diff-vm,40,0.013696993240202316,0.004792259655626268,0.0009440148261913157
sync-diff-vm,41,0.014150306431934087,0.0014021596418819415,0.0002762077987718465
sync-diff-vm,42,0.014319684770372178,0.000998686984432411,0.00019672876425250516
sync-diff-vm,43,0.015073015232278842,0.00629656608589124,0.0012403442564294786
sync-diff-vm,44,0.012443600278912169,0.0007289193111182853,0.00014358792850152798
sync-diff-vm,45,0.014113298570266877,0.0010741992451750427,0.00021160372905466865
sync-diff-vm,46,0.017568361879599214,0.00584351923535649,0.001151099729922662
sync-diff-vm,47,0.01400565378593676,0.0007129985014293723,0.00014045172940729502
sync-diff-vm,48,0.015364810673877446,0.006046637874810167,0.0011911115449951117
sync-diff-vm,49,0.01369027898769186,0.0018419435712747714,0.0003628396967701304
sync-diff-vm,50,0.015952062125157828,0.007981614733030594,0.0015722776281710583
sync-diff-vm,51,0.0132834766850327,0.0016441210370177883,0.00032387114775294935
sync-diff-vm,52,0.014126346568868619,0.0015010739966942563,0.0002956926815152818
sync-diff-vm,53,0.017550213168365785,0.00740586898921634,0.0014588629642475163
sync-diff-vm,54,0.015223864353064335,0.0018855645659029904,0.0003714324836016839
sync-diff-vm,55,0.014920699475991606,0.002402206994497094,0.00047320453843175244
sync-diff-vm,56,0.015431736454819187,0.010731032861005785,0.0021138783891316132
sync-diff-vm,57,0.013810579222862166,0.0009286285673771247,0.0001829281380026235
sync-diff-vm,58,0.014780742953522037,0.002783989717095759,0.0005484109288229106
sync-diff-vm,59,0.012445418521611377,0.0010051315565383322,0.0001979982638317498
sync-diff-vm,60,0.012772702207468976,0.0015198190332904103,0.0002993852177582821
sync-diff-vm,61,0.01609154421873767,0.0008547250234059567,0.0001683700701535751
sync-diff-vm,62,0.01596301252191717,0.006282622438691599,0.0012375975334566972
