i,mean,std,ci
78,0.012652678923173384,0.0010975528429530916,0.00021620409383697
79,0.012136146275684087,0.0008870922723691203,0.00017474601075361735
80,0.012634176196474018,0.0013210498183637675,0.0002602301845661924
81,0.01427590726601957,0.0018168660411562074,0.0003578997390179685
82,0.012098502631139273,0.0011363989997830468,0.0002238562977289226
83,0.01153783846383143,0.0007997311271401924,0.00015753696486389015
84,0.014281716009583136,0.0015176506473181196,0.00029895807301783705
85,0.01360566688306404,0.0011544682876486539,0.00022741571997847155
86,0.015931351016266176,0.0055624522329569305,0.0010957330685801728
87,0.01721126383001154,0.009031178026263546,0.0017790283848156518
88,0.015790019372496942,0.0020652702045420917,0.0004068322322414143
89,0.014350296270967735,0.0011820625826886638,0.00023285144873859499
90,0.01426846089989248,0.0018390511350804626,0.0003622699232504435
91,0.012594772107673414,0.0010439032933321954,0.00020563580791340726
92,0.015443830779104523,0.005128804651169553,0.0010103099538145356
93,0.012128909428914389,0.0011149361286889358,0.00021962838230249397
94,0.01174137568232989,0.0008580936204764456,0.0001690336413718568
95,0.01260161159014461,0.0010082535453461794,0.0001986132563266475
96,0.0121491870494804,0.0009262427431281217,0.00018245816065882466
97,0.012435344734577218,0.0020649328552768908,0.0004067657786827928
98,0.011421576894894994,0.0007658296500278143,0.00015085880063163756
99,0.013124721218841244,0.0017359224567137916,0.0003419548718175865
