i,mean,std,ci
71,0.012154485240127102,0.001558941268801198,0.0003070918056750225
72,0.013343052430586382,0.0017499171514029968,0.0003447116505032156
73,0.012482657577052261,0.0015554938530761488,0.0003064127081739781
74,0.01507892030658144,0.006941335506231862,0.0013673557157442356
75,0.012434824548586451,0.001354395645992781,0.0002667988928448541
76,0.012688545265583077,0.0017708098364094726,0.00034882724644800183
77,0.013463347849219737,0.0017186090423000192,0.0003385443471229559
78,0.012345164713233409,0.0014739971857861286,0.0002903588906149407
79,0.012188056502679382,0.0013827330794595081,0.0002723810105202588
80,0.011633374474265358,0.001184976400602497,0.00023342543418787066
81,0.015563160482079091,0.007584585754541276,0.0014940679172925002
82,0.01274239414870137,0.0016812819402984595,0.00033119137791001724
83,0.01239474614461263,0.0014517196599204646,0.0002859704984535608
84,0.01167907618513011,0.0013536358532933131,0.00026664922324748835
85,0.013195449655706232,0.001716435705908892,0.00033811622721231695
86,0.015051270976211086,0.001336448762598612,0.00026326358273532534
87,0.015509369397404217,0.003294088919224085,0.0006488940504067245
88,0.01581578062038229,0.004581603747703079,0.0009025182641110845
89,0.014075939101402205,0.002170502360631867,0.0004275616423067052
90,0.016091267267862957,0.00838022010142655,0.0016507978680172983
91,0.012933663647584241,0.0009192589763833937,0.00018108244652322998
92,0.013127811027295662,0.0012180653525236047,0.00023994354118568004
93,0.011178483866681957,0.0009477252560983465,0.00018668994528759164
94,0.011439046474418254,0.0007814090618370075,0.00015392774864115365
95,0.010949527374421708,0.000835560118145563,0.0001645948250691142
96,0.011065052013204556,0.0010547770026908465,0.00020777779177653342
97,0.011106047967467645,0.0010051693347247791,0.00019800570565892012
98,0.011587509001144256,0.0010909737975027902,0.00021490810470166106
99,0.010387317098752416,0.0007196611089968459,0.0001417641792277895
