i,mean,std,ci
0,0.01686705724157468,0.003796373008008037,0.0007478376930399784
1,0.015048624289156211,0.004985619170145887,0.0009821042165016622
2,0.013769185904300573,0.0018132321308209779,0.0003571839044263518
3,0.014104366302490234,0.0019350667569026938,0.0003811837920846896
4,0.011825477234040848,0.001048744686196972,0.00020658950136330208
5,0.012399589172517411,0.0013843232722063209,0.00027269425847370194
6,0.01255296938347094,0.0018648122833194295,0.0003673445451667968
7,0.015477088966754952,0.00159326519466127,0.00031385318699269754
8,0.015634149011939463,0.0016910801247910724,0.00033312149691346586
9,0.019394077435888425,0.00753537089350208,0.0014843732091947448
10,0.015034507019351226,0.0016594251043177688,0.0003268858563602448
11,0.014585468504163954,0.0012121666128522242,0.0002387815637249871
12,0.016831328170468108,0.002202648061730441,0.0004338939407663141
13,0.01638017760382758,0.0025375516814028407,0.0004998657380049525
14,0.017205943964948556,0.001194960931782832,0.00023539226114302944
15,0.017351150512695312,0.0040090653226004126,0.0007897354015993262
16,0.015173069154373322,0.0014204292385094314,0.00027980667932595775
17,0.015065961413913302,0.0059943849528013675,0.0011808183771300914
18,0.016293672600177802,0.0017665974764952369,0.0003479974645709652
19,0.015111937667384293,0.0019886682492749057,0.0003917426113352162
20,0.014796283509996202,0.0010324928749886352,0.00020338809913645904
21,0.015848778715037336,0.0017258304264390698,0.0003399668688940546
22,0.014931958131115846,0.0016742819756752202,0.0003298124729962581
23,0.0143409256983285,0.0016596763942696357,0.00032693535731747215
24,0.013646460542775164,0.0013875801086391261,0.00027333581425322624
25,0.013472140437424784,0.0016246381227876425,0.0003200332589046107
26,0.014587537206784643,0.005509106540169979,0.0010852246386278837
27,0.013836867881543709,0.0016721635733631228,0.0003293951744076664
28,0.014284820267648407,0.002862155065625258,0.0005638085185214629
29,0.014102393930608576,0.0016524557061070278,0.0003255129726449715
30,0.012974669234921235,0.0014259937230529296,0.0002809028127341314
31,0.012774445793845436,0.001696868611452839,0.0003342617559191528
32,0.014811968562578914,0.001404297804404214,0.000276628989873097
33,0.014110090756657147,0.0019796175880327682,0.0003899597450021322
34,0.011931087031508938,0.0014210841696254359,0.00027993569251140074
35,0.012272068948456736,0.0013609594450223557,0.000268091878627205
36,0.015661783892698962,0.006266038180174185,0.0012343306432948823
37,0.0127319037312209,0.0015849467622598842,0.00031221456052379177
38,0.01193750747526535,0.0011854186038395415,0.00023351254265902157
39,0.012524698719833836,0.0014388423640890372,0.00028343383327686334
40,0.013128379378655944,0.0018598739272071643,0.0003663717511777404
41,0.014439243258851948,0.0015485605607828388,0.00030504693686992984
42,0.012716433014532532,0.0015727018349525972,0.0003098024639859628
43,0.015007098515828451,0.0013274894033328535,0.0002614987017422596
44,0.01540636293815844,0.002880161840316762,0.0005673556264626424
45,0.013292676270610154,0.0015026471136794133,0.000296002565758632
46,0.013259001452513415,0.005158556099790655,0.0010161706146754336
47,0.01390812372920489,0.0018993452145634525,0.00037414709791410675
48,0.012318071692880957,0.0011360281400186849,0.0002237832430238036
49,0.012776073783335059,0.0018854806779069538,0.00037141595872246437
50,0.012928960299251056,0.0017175869594348763,0.00033834300966471565
51,0.013027289901116882,0.0013785454833850812,0.0002715561068079321
52,0.012531964465825244,0.0013711749116058264,0.0002701041969497183
53,0.012747297383318043,0.001527699000733827,0.00030093747214995654
54,0.014143182773782749,0.001598659358372532,0.000314915769340955
55,0.014596158807927912,0.001651996600937962,0.00032542253470597743
56,0.01348109437961771,0.004927385818991913,0.0009706329793779358
57,0.013080563208069464,0.00173371585974967,0.00034152019999275873
58,0.014522711435953775,0.0020437143999910514,0.0004025860100938364
59,0.01521086451983211,0.001287347326007226,0.00025359121782597785
