i,mean,std,ci
60,0.013405621653855448,0.0017456000123843446,0.0003438612284615902
61,0.012487394641144107,0.0013032201637115603,0.0002567179670431302
62,0.013676373645512744,0.00150757045555068,0.0002969724021312142
63,0.012673247944224964,0.0016065519084252015,0.00031647050234825973
64,0.011780054882319287,0.0013966256603920911,0.0002751176740812626
65,0.012380561443290325,0.0014158444452143173,0.0002789035327611574
66,0.014523255704629302,0.002021085364433098,0.000398128374947953
67,0.014236806619046914,0.004951916842831216,0.0009754652822726186
68,0.01218093525279652,0.0017122453452596605,0.0003372907789135548
69,0.012937632474032316,0.0015207882487071835,0.00029957614099469993
70,0.012452436215949781,0.0017406306655981503,0.0003428823296998868
71,0.012453565693864918,0.0015663248257728247,0.0003085462734526732
72,0.012170126943877249,0.001567563269809568,0.00030879023133811905
73,0.012635919782850478,0.001869641479843549,0.0003682958360911123
74,0.012879229555226336,0.0018607520599319156,0.00036654473227039797
75,0.012615264064133769,0.002039935702241259,0.000401841654204165
76,0.013090010845299923,0.0016213653701105972,0.0003193885678253281
77,0.012713957314539438,0.001361833781153787,0.0002682641118387708
78,0.013270329947423453,0.0017325113980849194,0.0003412829362068183
79,0.011995144564696032,0.001728901118734485,0.0003405717566217344
80,0.012155578594015103,0.0014805453621118104,0.00029164879892128653
81,0.01486020858841713,0.005629079756044666,0.0011088578519072578
82,0.01261035842124862,0.0012577977803503516,0.00024777032930743594
83,0.011621075447159583,0.0012515594420132075,0.00024654145518452654
84,0.011529688883309413,0.001360346751838996,0.00026797118578279305
85,0.013726935242161606,0.0017538893379117786,0.00034549412124273087
86,0.012283472099689522,0.0012762984663922585,0.00025141473156718545
87,0.01259909254131895,0.0015214438425538684,0.00029970528472974444
88,0.01242356589346221,0.0013425157478330965,0.00026445870245403946
89,0.013331379553284308,0.002689962335699828,0.0005298887183242591
90,0.01361338056699194,0.001452429070628485,0.0002861102434328304
91,0.011708086187189276,0.001289805769424468,0.0002540755002317745
92,0.011758744114577169,0.0011122999744177613,0.00021910909309553404
93,0.013664816365097508,0.0015816979566644373,0.00031157458671813323
94,0.014659455328276663,0.005328302961536903,0.0010496086096304386
95,0.013209634357028537,0.0019222380452586134,0.00037865669738131166
96,0.012007694051723288,0.0014756620193261357,0.00029068684186504915
97,0.011051517544370709,0.0011844389662890537,0.00023331956639345788
98,0.010693485086614435,0.000864343653318508,0.0001702648191650222
99,0.012050358936040088,0.0010448380719639827,0.0002058199475366804
