0.5,203,1662768749246,1662768749329,83,1662768749435,1662768749449,14
0.5,14,1662768749455,1662768749460,5,1662768749468,1662768749469,1
0.5,10,1662768749472,1662768749475,3,1662768749482,1662768749482,0
0.5,9,1662768749486,1662768749489,3,1662768749494,1662768749495,1
0.5,8,1662768749498,1662768749501,3,1662768749505,1662768749506,1
0.5,9,1662768749509,1662768749513,4,1662768749517,1662768749518,1
0.5,8,1662768749521,1662768749524,3,1662768749528,1662768749529,1
0.5,9,1662768749532,1662768749536,4,1662768749540,1662768749541,1
0.5,8,1662768749544,1662768749548,4,1662768749551,1662768749552,1
0.5,8,1662768749554,1662768749558,4,1662768749561,1662768749562,1
0.5,7,1662768749564,1662768749567,3,1662768749570,1662768749571,1
0.5,7,1662768749574,1662768749577,3,1662768749581,1662768749581,0
0.5,7,1662768749584,1662768749587,3,1662768749590,1662768749591,1
0.5,7,1662768749594,1662768749597,3,1662768749600,1662768749601,1
0.5,34,1662768749605,1662768749609,4,1662768749638,1662768749639,1
0.5,7,1662768749642,1662768749645,3,1662768749648,1662768749649,1
0.5,7,1662768749652,1662768749655,3,1662768749658,1662768749659,1
0.5,6,1662768749662,1662768749665,3,1662768749667,1662768749668,1
0.5,6,1662768749672,1662768749675,3,1662768749677,1662768749678,1
0.5,7,1662768749681,1662768749684,3,1662768749687,1662768749688,1
0.5,6,1662768749693,1662768749696,3,1662768749698,1662768749699,1
0.5,7,1662768749703,1662768749707,4,1662768749709,1662768749710,1
0.5,6,1662768749714,1662768749717,3,1662768749719,1662768749720,1
0.5,7,1662768749723,1662768749727,4,1662768749729,1662768749730,1
0.5,7,1662768749733,1662768749736,3,1662768749739,1662768749740,1
0.5,6,1662768749743,1662768749747,4,1662768749749,1662768749749,0
0.5,6,1662768749753,1662768749756,3,1662768749758,1662768749759,1
0.5,6,1662768749763,1662768749767,4,1662768749769,1662768749769,0
0.5,6,1662768749773,1662768749776,3,1662768749778,1662768749779,1
0.5,6,1662768749782,1662768749786,4,1662768749787,1662768749788,1
1,7,1662768750019,1662768750022,3,1662768750025,1662768750026,1
