msgSize,totalTime,reqSendTime,reqReceiveTime,reqTotalTime,resSendTime,resReceiveTime,resTotalTime
4,28,1663594554185,1663594554211,26,1663594554211,1663594554213,2
4,28,1663594554222,1663594554249,27,1663594554249,1663594554250,1
4,22,1663594554268,1663594554289,21,1663594554289,1663594554290,1
4,22,1663594554298,1663594554319,21,1663594554319,1663594554320,1
4,20,1663594554327,1663594554346,19,1663594554346,1663594554347,1
8,35,1663594554726,1663594554760,34,1663594554760,1663594554761,1
8,51,1663594554774,1663594554824,50,1663594554824,1663594554825,1
8,45,1663594554838,1663594554882,44,1663594554882,1663594554883,1
8,50,1663594554897,1663594554945,48,1663594554945,1663594554947,2
8,50,1663594554960,1663594555008,48,1663594555008,1663594555010,2
8,56,1663594555024,1663594555079,55,1663594555079,1663594555080,1
8,39,1663594555092,1663594555130,38,1663594555130,1663594555131,1
8,37,1663594555145,1663594555180,35,1663594555180,1663594555182,2
8,41,1663594555196,1663594555236,40,1663594555236,1663594555237,1
8,41,1663594555252,1663594555292,40,1663594555292,1663594555293,1
8,39,1663594555307,1663594555345,38,1663594555345,1663594555346,1
8,40,1663594555366,1663594555405,39,1663594555405,1663594555406,1
8,42,1663594555427,1663594555468,41,1663594555468,1663594555469,1
8,44,1663594555491,1663594555534,43,1663594555534,1663594555535,1
8,39,1663594555548,1663594555586,38,1663594555586,1663594555587,1
8,37,1663594555600,1663594555636,36,1663594555636,1663594555637,1
8,37,1663594555651,1663594555687,36,1663594555687,1663594555688,1
8,40,1663594555702,1663594555740,38,1663594555740,1663594555742,2
8,40,1663594555754,1663594555793,39,1663594555793,1663594555794,1
8,50,1663594555809,1663594555858,49,1663594555858,1663594555859,1
8,36,1663594555871,1663594555905,34,1663594555905,1663594555907,2
8,44,1663594555920,1663594555963,43,1663594555963,1663594555964,1
8,38,1663594555977,1663594556014,37,1663594556014,1663594556015,1
8,40,1663594556029,1663594556068,39,1663594556068,1663594556069,1
8,37,1663594556082,1663594556118,36,1663594556118,1663594556119,1
8,36,1663594556133,1663594556168,35,1663594556168,1663594556169,1
8,38,1663594556182,1663594556218,36,1663594556218,1663594556220,2
8,38,1663594556235,1663594556272,37,1663594556272,1663594556273,1
8,50,1663594556286,1663594556325,39,1663594556325,1663594556336,11
8,37,1663594556353,1663594556389,36,1663594556389,1663594556390,1
16,79,1663594557289,1663594557366,77,1663594557366,1663594557368,2
16,86,1663594557397,1663594557482,85,1663594557482,1663594557483,1
16,84,1663594557513,1663594557596,83,1663594557596,1663594557597,1
16,137,1663594557627,1663594557763,136,1663594557763,1663594557764,1
16,93,1663594557799,1663594557891,92,1663594557891,1663594557892,1
16,85,1663594557925,1663594558008,83,1663594558008,1663594558010,2
16,81,1663594558046,1663594558126,80,1663594558126,1663594558127,1
16,94,1663594558166,1663594558258,92,1663594558258,1663594558260,2
16,99,1663594558301,1663594558398,97,1663594558398,1663594558400,2
16,111,1663594558434,1663594558544,110,1663594558544,1663594558545,1
16,99,1663594558581,1663594558679,98,1663594558679,1663594558680,1
16,90,1663594558709,1663594558798,89,1663594558798,1663594558799,1
16,109,1663594558829,1663594558937,108,1663594558937,1663594558938,1
16,83,1663594558969,1663594559050,81,1663594559050,1663594559052,2
16,72,1663594559079,1663594559150,71,1663594559150,1663594559151,1
16,90,1663594559180,1663594559267,87,1663594559267,1663594559270,3
16,80,1663594559304,1663594559383,79,1663594559383,1663594559384,1
16,82,1663594559415,1663594559495,80,1663594559495,1663594559497,2
16,74,1663594559530,1663594559603,73,1663594559603,1663594559604,1
16,71,1663594559630,1663594559700,70,1663594559700,1663594559701,1
16,72,1663594559728,1663594559799,71,1663594559799,1663594559800,1
16,68,1663594559829,1663594559896,67,1663594559896,1663594559897,1
16,80,1663594559923,1663594560001,78,1663594560001,1663594560003,2
16,95,1663594560030,1663594560124,94,1663594560124,1663594560125,1
16,79,1663594560152,1663594560230,78,1663594560230,1663594560231,1
16,68,1663594560257,1663594560324,67,1663594560324,1663594560325,1
16,66,1663594560350,1663594560415,65,1663594560415,1663594560416,1
16,68,1663594560446,1663594560513,67,1663594560513,1663594560514,1
16,68,1663594560545,1663594560612,67,1663594560612,1663594560613,1
16,82,1663594560648,1663594560719,71,1663594560719,1663594560730,11
32,145,1663594561960,1663594562104,144,1663594562104,1663594562105,1
32,142,1663594562156,1663594562296,140,1663594562296,1663594562298,2
32,272,1663594562353,1663594562624,271,1663594562624,1663594562625,1
32,145,1663594562681,1663594562824,143,1663594562824,1663594562826,2
32,150,1663594563063,1663594563212,149,1663594563212,1663594563213,1
32,131,1663594563264,1663594563394,130,1663594563394,1663594563395,1
32,139,1663594563445,1663594563583,138,1663594563583,1663594563584,1
32,135,1663594563636,1663594563770,134,1663594563770,1663594563771,1
32,158,1663594563825,1663594563982,157,1663594563982,1663594563983,1
32,258,1663594564034,1663594564291,257,1663594564291,1663594564292,1
32,186,1663594564365,1663594564549,184,1663594564549,1663594564551,2
32,158,1663594564618,1663594564774,156,1663594564774,1663594564776,2
32,153,1663594564835,1663594564987,152,1663594564987,1663594564988,1
32,152,1663594565046,1663594565197,151,1663594565197,1663594565198,1
32,154,1663594565255,1663594565408,153,1663594565408,1663594565409,1
32,148,1663594565464,1663594565610,146,1663594565610,1663594565612,2
32,201,1663594565673,1663594565872,199,1663594565872,1663594565874,2
32,184,1663594565945,1663594566122,177,1663594566122,1663594566129,7
32,170,1663594566190,1663594566359,169,1663594566359,1663594566360,1
32,168,1663594566417,1663594566584,167,1663594566584,1663594566585,1
32,166,1663594566645,1663594566810,165,1663594566810,1663594566811,1
32,151,1663594566868,1663594567017,149,1663594567017,1663594567019,2
32,171,1663594567081,1663594567250,169,1663594567250,1663594567252,2
32,159,1663594567308,1663594567466,158,1663594567466,1663594567467,1
32,193,1663594567523,1663594567715,192,1663594567715,1663594567716,1
32,222,1663594567798,1663594568019,221,1663594568019,1663594568020,1
32,187,1663594568084,1663594568270,186,1663594568270,1663594568271,1
32,170,1663594568344,1663594568513,169,1663594568513,1663594568514,1
32,155,1663594568572,1663594568726,154,1663594568726,1663594568727,1
32,147,1663594568782,1663594568927,145,1663594568927,1663594568929,2
64,395,1663594572583,1663594572976,393,1663594572976,1663594572978,2
64,381,1663594573113,1663594573493,380,1663594573493,1663594573494,1
64,379,1663594573626,1663594574003,377,1663594574003,1663594574005,2
64,320,1663594574119,1663594574438,319,1663594574438,1663594574439,1
64,304,1663594574566,1663594574868,302,1663594574868,1663594574870,2
64,301,1663594575008,1663594575308,300,1663594575308,1663594575309,1
64,346,1663594575431,1663594575776,345,1663594575776,1663594575777,1
64,393,1663594575903,1663594576295,392,1663594576295,1663594576296,1
64,295,1663594576416,1663594576709,293,1663594576709,1663594576711,2
64,354,1663594576831,1663594577184,353,1663594577184,1663594577185,1
64,306,1663594577311,1663594577616,305,1663594577616,1663594577617,1
64,355,1663594577743,1663594578096,353,1663594578096,1663594578098,2
64,344,1663594578231,1663594578574,343,1663594578574,1663594578575,1
64,386,1663594578717,1663594579093,376,1663594579093,1663594579103,10
64,369,1663594579222,1663594579590,368,1663594579590,1663594579591,1
64,314,1663594579718,1663594580031,313,1663594580031,1663594580032,1
64,309,1663594580144,1663594580451,307,1663594580451,1663594580453,2
64,315,1663594580563,1663594580876,313,1663594580876,1663594580878,2
64,335,1663594580992,1663594581325,333,1663594581325,1663594581327,2
64,405,1663594581456,1663594581860,404,1663594581860,1663594581861,1
64,415,1663594582027,1663594582440,413,1663594582440,1663594582442,2
64,475,1663594582592,1663594583066,474,1663594583066,1663594583067,1
64,463,1663594583217,1663594583679,462,1663594583679,1663594583680,1
64,328,1663594583824,1663594584150,326,1663594584150,1663594584152,2
64,350,1663594584273,1663594584622,349,1663594584622,1663594584623,1
64,384,1663594584796,1663594585179,383,1663594585179,1663594585180,1
64,324,1663594585298,1663594585621,323,1663594585621,1663594585622,1
64,331,1663594585738,1663594586068,330,1663594586068,1663594586069,1
64,287,1663594586185,1663594586471,286,1663594586471,1663594586472,1
64,351,1663594586600,1663594586949,349,1663594586949,1663594586951,2
128,694,1663594593578,1663594594269,691,1663594594269,1663594594272,3
128,961,1663594594711,1663594595671,960,1663594595671,1663594595672,1
128,769,1663594595904,1663594596672,768,1663594596672,1663594596673,1
128,1019,1663594596902,1663594597919,1017,1663594597919,1663594597921,2
128,834,1663594598271,1663594599103,832,1663594599103,1663594599105,2
128,750,1663594599361,1663594600109,748,1663594600109,1663594600111,2
128,765,1663594600346,1663594601110,764,1663594601110,1663594601111,1
128,622,1663594601339,1663594601960,621,1663594601960,1663594601961,1
128,839,1663594602189,1663594603027,838,1663594603027,1663594603028,1
128,874,1663594603314,1663594604186,872,1663594604186,1663594604188,2
128,924,1663594604508,1663594605431,923,1663594605431,1663594605432,1
128,870,1663594605750,1663594606619,869,1663594606619,1663594606620,1
128,668,1663594606917,1663594607584,667,1663594607584,1663594607585,1
128,1222,1663594607845,1663594609066,1221,1663594609066,1663594609067,1
128,949,1663594609366,1663594610313,947,1663594610313,1663594610315,2
