1,11,1662070096490,1662070096499,9,1662070096499,1662070096501,2
1,10,1662070096508,1662070096516,8,1662070096516,1662070096518,2
1,16,1662070096525,1662070096536,11,1662070096536,1662070096541,5
1,8,1662070096546,1662070096553,7,1662070096553,1662070096554,1
1,8,1662070096559,1662070096566,7,1662070096566,1662070096567,1
1,9,1662070096572,1662070096580,8,1662070096580,1662070096581,1
1,8,1662070096586,1662070096593,7,1662070096593,1662070096594,1
1,8,1662070096602,1662070096609,7,1662070096609,1662070096610,1
1,7,1662070096616,1662070096622,6,1662070096622,1662070096623,1
1,9,1662070096629,1662070096637,8,1662070096637,1662070096638,1
1,9,1662070096643,1662070096650,7,1662070096650,1662070096652,2
1,9,1662070096657,1662070096664,7,1662070096664,1662070096666,2
1,10,1662070096672,1662070096681,9,1662070096681,1662070096682,1
1,10,1662070096687,1662070096696,9,1662070096696,1662070096697,1
1,10,1662070096702,1662070096711,9,1662070096711,1662070096712,1
1,10,1662070096718,1662070096727,9,1662070096727,1662070096728,1
1,9,1662070096735,1662070096743,8,1662070096743,1662070096744,1
1,9,1662070096751,1662070096758,7,1662070096758,1662070096760,2
1,10,1662070096769,1662070096777,8,1662070096777,1662070096779,2
1,11,1662070096788,1662070096798,10,1662070096798,1662070096799,1
1,9,1662070096804,1662070096812,8,1662070096812,1662070096813,1
1,8,1662070096818,1662070096825,7,1662070096825,1662070096826,1
1,8,1662070096832,1662070096839,7,1662070096839,1662070096840,1
1,9,1662070096846,1662070096854,8,1662070096854,1662070096855,1
1,8,1662070096860,1662070096867,7,1662070096867,1662070096868,1
1,7,1662070096874,1662070096881,7,1662070096881,1662070096881,0
1,18,1662070096886,1662070096903,17,1662070096903,1662070096904,1
1,12,1662070096912,1662070096923,11,1662070096923,1662070096924,1
1,10,1662070096931,1662070096940,9,1662070096940,1662070096941,1
1,7,1662070096947,1662070096953,6,1662070096953,1662070096954,1
